model,KL,JSD
BPR,4.1917472345434295,0.11849631116613059
BPR,4.852468757152378,0.13961903665673395
BPR,0.8880931160020189,0.0506233742597322
BPR,6.475930777574544,0.17271659639689377
BPR,1.5903205234300313,0.04712656105514911
BPR,6.8556375998938694,0.18015499488437664
BPR,0.10595613230800863,0.039131937844440134
BPR,3.117046343815561,0.09464300439653174
BPR,7.023375160830573,0.17269995573909389
BPR,4.113503462972109,0.13828773620032442
BPR,2.660469056085484,0.07663371917327426
BPR,5.025498253759001,0.11524687709423616
BPR,3.34806210040384,0.12610427576824534
BPR,2.290242597991072,0.20903993657966347
BPR,3.5748435978769573,0.08088348649436375
BPR,7.436463000785626,0.18172821902005376
BPR,1.453638168174764,0.04886692515383743
BPR,3.3539366702487916,0.10234206085506564
BPR,3.2136384169809014,0.08154468379933785
BPR,1.3589262598167915,0.044077813397919635
BPR,9.436619267611853,0.23303428390315342
BPR,0.7089999190676405,0.05560281986485792
BPR,6.549530129228342,0.17711162689628096
BPR,4.350702085226368,0.15873750177493626
BPR,3.2625462994587293,0.09615645015191752
BPR,2.015006009987511,0.06442374653379114
BPR,2.304369017593985,0.10345848251024081
BPR,1.6169847608631556,0.060484376780895896
BPR,6.5923161046864776,0.18987577831783714
BPR,4.201290940640962,0.10058000557083126
BPR,6.133096104129384,0.14286480694471337
BPR,5.766672107655455,0.16114231914974755
BPR,8.181698847754612,0.1937922928750246
BPR,8.559275427600127,0.20374995049669464
BPR,1.3250121235733632,0.10087044458298658
BPR,7.164321622575033,0.23248619781298765
BPR,6.164799782411656,0.14946413060648492
BPR,3.1149761617800946,0.07316428500609636
BPR,5.77208962021323,0.15530992966872686
BPR,4.331743925245202,0.10760034395204432
BPR,8.846501316584911,0.23534571817955474
BPR,8.204715509617412,0.19761792317911792
BPR,2.9462912053692265,0.08790130917621151
BPR,5.447678240145632,0.13773342741856762
BPR,4.2217999761442275,0.13127274503616998
BPR,3.0011069422650043,0.09542728197453328
BPR,4.448603389645311,0.24433924873667415
BPR,3.069003076302596,0.11132396176676083
BPR,8.526680892884025,0.20799320043662006
BPR,2.2924308586783018,0.09429570206060243
BPR,0.4894176112031209,0.04022542600225525
BPR,3.0674058767909242,0.14986750870586454
BPR,9.155814608302617,0.2668004585860088
BPR,3.8415333219433103,0.09828843585885387
BPR,11.37909855084872,0.29889261280176954
BPR,9.769190305509179,0.23164761736519024
